"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"Avatar: The Game","X360","2009","Action","Ubisoft","0.34","0.35","0","0.08","0.78","Malo"
"Tetris Party Deluxe","DS","2010","Puzzle","Nintendo","0.29","0.3","0.12","0.07","0.78","Bueno"
"Toy Story 3: The Video Game","X360","2010","Action","Disney Interactive Studios","0.41","0.29","0","0.07","0.78","Bueno"
"UFC Personal Trainer: The Ultimate Fitness System","X360","2011","Sports","THQ","0.53","0.19","0","0.06","0.78","Bueno"
"God of War Saga","PS3","2012","Action","Sony Computer Entertainment","0.72","0","0","0.06","0.78","Aceptable"
"Resident Evil: Operation Raccoon City","X360","2012","Action","Capcom","0.55","0.15","0.03","0.06","0.78","Malo"
"Professor Layton and the Azran Legacy","3DS","2013","Puzzle","Nintendo","0","0.48","0.25","0.06","0.78","Malo"
"Pro Evolution Soccer 2016","PS4","2015","Sports","Konami Digital Entertainment","0.13","0.42","0.13","0.1","0.78","Aceptable"
"Boxing","2600","1980","Fighting","Activision","0.72","0.04","0","0.01","0.77","Malo"
"Air Raid","2600","1981","Action","Men-A-Vision","0.72","0.04","0","0.01","0.77","Aceptable"
"Galaxian","2600","1982","Shooter","Atari","0.72","0.05","0","0.01","0.77","Bueno"
"Crystal Castles","2600","1983","Action","Atari","0.72","0.04","0","0.01","0.77","Aceptable"
"Andretti Racing","PS","1996","Racing","Electronic Arts","0.43","0.29","0","0.05","0.77","Malo"
"Need for Speed: Porsche Unleashed","PS","1999","Racing","Electronic Arts","0.43","0.29","0","0.05","0.77","Malo"
"Dragon Warrior I&II","GB","1999","Role-Playing","Enix Corporation","0","0","0.77","0","0.77","Malo"
"Caesars Palace 2000: Millennium Gold Edition","PS","2000","Misc","Interplay","0.43","0.29","0","0.05","0.77","Aceptable"
"Conker's Bad Fur Day","N64","2001","Platform","THQ","0.53","0.22","0","0.02","0.77","Aceptable"
"Maximo: Ghosts to Glory","PS2","2001","Platform","Capcom","0.38","0.29","0","0.1","0.77","Bueno"
"Star Wars Episode II: Attack of the Clones","GBA","2002","Action","THQ","0.55","0.2","0","0.01","0.77","Excelente"
"All-Star Baseball 2003","PS2","2002","Sports","Acclaim Entertainment","0.38","0.29","0","0.1","0.77","Aceptable"
"Unlimited Saga","PS2","2002","Role-Playing","Atari","0.1","0.08","0.56","0.03","0.77","Bueno"
"Conflict: Desert Storm II - Back to Bagdhad","PS2","2003","Shooter","SCi","0.38","0.29","0","0.1","0.77","Bueno"
"Pokemon Dash","DS","2004","Racing","Nintendo","0.21","0.14","0.38","0.04","0.77","Excelente"
"Perfect Dark Zero","X360","2005","Shooter","Microsoft Game Studios","0.66","0.02","0.03","0.06","0.77","Aceptable"
"Marvel Nemesis: Rise of the Imperfects","PS2","2005","Fighting","Electronic Arts","0.64","0.02","0","0.1","0.77","Excelente"
"Twisted Metal: Head On","PSP","2005","Action","Sony Computer Entertainment","0.71","0","0","0.06","0.77","Aceptable"
"Donkey Kong Country 3","GBA","2005","Platform","Nintendo","0.45","0.17","0.14","0.01","0.77","Bueno"
"Need For Speed: Undercover","PSP","2008","Racing","Electronic Arts","0.23","0.32","0.03","0.19","0.77","Excelente"
"My Baby Girl","DS","2008","Simulation","Nobilis","0.61","0.1","0","0.06","0.77","Bueno"
"Harry Potter and the Half-Blood Prince","Wii","2009","Action","Electronic Arts","0.28","0.4","0","0.09","0.77","Bueno"
"DJ Hero","Wii","2009","Misc","Activision","0.47","0.23","0","0.07","0.77","Malo"
"Dragon Ball: Raging Blast","PS3","2009","Fighting","Namco Bandai Games","0.37","0.19","0.11","0.1","0.77","Bueno"
"Duke Nukem Forever","PS3","2011","Shooter","Take-Two Interactive","0.33","0.31","0","0.12","0.77","Aceptable"
"LEGO Batman 2: DC Super Heroes","DS","2012","Action","Warner Bros. Interactive Entertainment","0.43","0.27","0","0.06","0.77","Bueno"
"Madden NFL 25","XOne","2013","Sports","Electronic Arts","0.67","0.05","0","0.05","0.77","Excelente"
"Freedom Wars","PSV","2014","Role-Playing","Sony Computer Entertainment","0.22","0.14","0.32","0.1","0.77","Malo"
"Final Fantasy II","NES","1988","Role-Playing","SquareSoft","0","0","0.76","0","0.76","Excelente"
"Final Fantasy Legend III","GB","1991","Role-Playing","SquareSoft","0","0","0.76","0","0.76","Aceptable"
"Street Fighter Alpha: Warriors' Dreams","PS","1995","Fighting","Virgin Interactive","0.17","0.11","0.43","0.05","0.76","Bueno"
"Formula 1","PS","1996","Racing","Psygnosis","0.18","0.12","0.42","0.05","0.76","Aceptable"
"ISS Pro Evolution","PS","1998","Sports","Konami Digital Entertainment","0","0","0.71","0.05","0.76","Aceptable"
"Tony Hawk's Pro Skater 2","N64","2001","Sports","Activision","0.59","0.16","0","0.01","0.76","Bueno"
"Legends of Wrestling","PS2","2001","Fighting","Acclaim Entertainment","0.37","0.29","0","0.1","0.76","Aceptable"
"Taiko no Tatsujin: Tatakon de Dodon ga Don","PS2","2002","Misc","Namco Bandai Games","0","0","0.76","0","0.76","Bueno"
"Marvel vs. Capcom 2: New Age of Heroes","PS2","2002","Fighting","Capcom","0.31","0.24","0.13","0.08","0.76","Excelente"
"Cabela's Deer Hunt: 2004 Season","PS2","2003","Sports","Activision Value","0.37","0.29","0","0.1","0.76","Malo"
"MTV Celebrity Deathmatch","PS2","2003","Fighting","Gotham Games","0.37","0.29","0","0.1","0.76","Excelente"
"Driv3r","XB","2004","Racing","Atari","0.36","0.38","0","0.03","0.76","Aceptable"
"Syphon Filter: The Omega Strain","PS2","2004","Shooter","Sony Computer Entertainment","0.37","0.29","0","0.1","0.76","Aceptable"
"Mortal Kombat: Deception","XB","2004","Fighting","Midway Games","0.61","0.12","0","0.03","0.76","Malo"
"That's So Raven","GBA","2004","Adventure","Disney Interactive Studios","0.54","0.2","0","0.01","0.76","Aceptable"
"Mercenaries: Playground of Destruction","PS2","2005","Action","LucasArts","0.64","0.02","0","0.1","0.76","Aceptable"
"Super Monkey Ball: Touch & Roll","DS","2005","Misc","Sega","0.7","0.01","0","0.06","0.76","Malo"
"Mega Man Battle Network 6: Cybeast Falzar / Gregar","GBA","2005","Role-Playing","Capcom","0.09","0.03","0.62","0.02","0.76","Aceptable"
"True Crime: New York City","PS2","2005","Action","Activision","0.57","0.02","0.07","0.09","0.76","Malo"
"Rockstar Games presents Table Tennis","X360","2006","Sports","Take-Two Interactive","0.28","0.39","0","0.09","0.76","Bueno"
"Genji: Days of the Blade","PS3","2006","Action","Sony Computer Entertainment","0.18","0.38","0.06","0.14","0.76","Excelente"
"Kane & Lynch: Dead Men","X360","2007","Shooter","Eidos Interactive","0.36","0.31","0.01","0.08","0.76","Malo"
"Kane & Lynch: Dead Men","PS3","2007","Shooter","Eidos Interactive","0.29","0.32","0.01","0.13","0.76","Aceptable"
"Sonic Unleashed","PS2","2008","Platform","Sega","0.37","0.04","0","0.36","0.76","Excelente"
"Harvest Moon: Animal Parade","Wii","2008","Simulation","Rising Star Games","0.6","0.09","0.02","0.05","0.76","Bueno"
"Drawn to Life: The Next Chapter","Wii","2009","Puzzle","THQ","0.29","0.39","0","0.08","0.76","Bueno"
"The Lord of the Rings: Conquest","PS3","2009","Action","Electronic Arts","0.38","0.26","0","0.12","0.76","Aceptable"
"Deer Drive","Wii","2009","Sports","Big Ben Interactive","0.67","0.04","0","0.05","0.76","Bueno"
"Ace Attorney Investigations: Miles Edgeworth","DS","2009","Adventure","Capcom","0.27","0.15","0.3","0.04","0.76","Aceptable"
"Need for Speed: Shift","PSP","2009","Racing","Electronic Arts","0.16","0.38","0.01","0.21","0.76","Bueno"
"Raving Rabbids: Travel in Time","Wii","2010","Adventure","Ubisoft","0.22","0.47","0","0.08","0.76","Aceptable"
"Lost Planet 2","X360","2010","Shooter","Capcom","0.38","0.24","0.08","0.06","0.76","Excelente"
"FIFA Soccer 11","PS2","2010","Sports","Electronic Arts","0.11","0.29","0","0.36","0.76","Bueno"
"Monopoly Streets","Wii","2010","Misc","Electronic Arts","0.24","0.44","0","0.08","0.76","Aceptable"
"The Sims 3","3DS","2011","Simulation","Electronic Arts","0.3","0.37","0.03","0.07","0.76","Bueno"
"Portal 2","PC","2011","Shooter","Valve Software","0.33","0.32","0","0.11","0.76","Malo"
"Assassin's Creed: Revelations","PC","2011","Action","Ubisoft","0.14","0.48","0","0.14","0.76","Bueno"
"Mortal Kombat","PSV","2012","Fighting","Warner Bros. Interactive Entertainment","0.47","0.18","0","0.12","0.76","Malo"
"SoulCalibur V","PS3","2012","Fighting","Namco Bandai Games","0.35","0.24","0.07","0.1","0.76","Bueno"
"Total War: Rome II","PC","2013","Strategy","Sega","0.12","0.53","0","0.11","0.76","Aceptable"
"Plants vs. Zombies: Garden Warfare","PS3","2014","Shooter","Electronic Arts","0.22","0.4","0.01","0.14","0.76","Bueno"
"Pro Evolution Soccer 2015","PS4","2014","Sports","Konami Digital Entertainment","0.09","0.43","0.11","0.13","0.76","Bueno"
"FIFA 15","Wii","2014","Sports","Electronic Arts","0.24","0.46","0","0.06","0.76","Aceptable"
"Dark Souls II","X360","2014","Role-Playing","Namco Bandai Games","0.48","0.2","0.01","0.06","0.76","Malo"
"San Francisco Rush: Extreme Racing","N64","1997","Racing","GT Interactive","0.63","0.11","0","0.01","0.75","Bueno"
"Street Fighter EX Plus Alpha","PS","1997","Fighting","Virgin Interactive","0.28","0.19","0.23","0.05","0.75","Malo"
"Mega Man X5","PS","2000","Platform","Capcom","0.3","0.21","0.2","0.05","0.75","Malo"
"Zone of the Enders","PS2","2001","Shooter","Konami Digital Entertainment","0.3","0.24","0.13","0.08","0.75","Aceptable"
"Capcom vs. SNK 2: Mark of the Millennium 2001","PS2","2001","Fighting","Capcom","0.22","0.17","0.3","0.06","0.75","Aceptable"
"Shark Tale","PS2","2004","Action","Activision","0.37","0.29","0","0.1","0.75","Excelente"
"Tony Hawk's Underground 2","XB","2004","Sports","Activision","0.48","0.24","0","0.03","0.75","Aceptable"
"Madden NFL 06","PSP","2005","Sports","Electronic Arts","0.69","0","0","0.06","0.75","Aceptable"
"Coded Arms","PSP","2005","Shooter","Konami Digital Entertainment","0.28","0.29","0","0.18","0.75","Malo"
"MVP 06 NCAA Baseball","PS2","2006","Sports","Electronic Arts","0.62","0.02","0","0.1","0.75","Excelente"
"Spectrobes","DS","2007","Role-Playing","Disney Interactive Studios","0.67","0.03","0","0.06","0.75","Excelente"
"Wall-E","PS2","2008","Platform","THQ","0.21","0","0","0.54","0.75","Malo"
"WWE SmackDown vs. Raw 2009","PSP","2008","Fighting","THQ","0.41","0.21","0","0.14","0.75","Malo"
"Turok","X360","2008","Action","Touchstone","0.46","0.21","0.01","0.07","0.75","Bueno"
"Tales of Vesperia","X360","2008","Role-Playing","Atari","0.32","0.18","0.19","0.05","0.75","Malo"
"Madagascar: Escape 2 Africa","DS","2008","Action","Activision","0.42","0.26","0","0.07","0.75","Bueno"
"Sega Superstars Tennis","DS","2008","Sports","Sega","0.29","0.37","0","0.08","0.75","Bueno"
"Band Hero","PS3","2009","Misc","Activision","0.41","0.24","0","0.11","0.75","Malo"
"The Godfather II","PS3","2009","Action","Electronic Arts","0.41","0.22","0.01","0.11","0.75","Bueno"
"WWE SmackDown vs. Raw 2010","Wii","2009","Fighting","THQ","0.51","0.17","0","0.07","0.75","Bueno"
"Red Faction: Guerrilla","PS3","2009","Shooter","THQ","0.33","0.28","0.02","0.12","0.75","Aceptable"
"X-Men Origins: Wolverine - Uncaged Edition","PS3","2009","Action","Activision","0.31","0.32","0","0.13","0.75","Aceptable"
"Marvel: Ultimate Alliance 2","PS3","2009","Role-Playing","Activision","0.49","0.16","0","0.09","0.75","Malo"
"DJ Hero 2","PS3","2010","Misc","Activision","0.47","0.19","0","0.09","0.75","Malo"
"Split/Second","PS3","2010","Racing","Disney Interactive Studios","0.31","0.31","0.01","0.12","0.75","Malo"
"[Prototype 2]","PS3","2012","Action","Activision","0.36","0.28","0","0.11","0.75","Aceptable"
"The Amazing Spider-Man (Console Version)","X360","2012","Action","Activision","0.43","0.26","0","0.06","0.75","Excelente"
"The Walking Dead: Season One","X360","2012","Adventure","Avanquest Software","0.55","0.14","0","0.05","0.75","Aceptable"
"Tearaway","PSV","2013","Adventure","Sony Computer Entertainment Europe","0.17","0.39","0","0.19","0.75","Malo"
"Just Dance 2015","WiiU","2014","Misc","Ubisoft","0.4","0.28","0","0.07","0.75","Aceptable"
"Borderlands: The Pre-Sequel","X360","2014","Shooter","Take-Two Interactive","0.46","0.22","0.01","0.06","0.75","Malo"
"LittleBigPlanet 3","PS3","2014","Platform","Sony Computer Entertainment","0.2","0.43","0.01","0.11","0.75","Aceptable"
"Rare Replay","XOne","2015","Misc","Microsoft Game Studios","0.47","0.21","0.01","0.07","0.75","Aceptable"
"Jet Moto 3","PS","1999","Racing","Sony Computer Entertainment","0.41","0.28","0","0.05","0.74","Malo"
"Jampack Summer 2001","PS2","2001","Misc","Sony Computer Entertainment","0.36","0.28","0","0.1","0.74","Aceptable"
"Burnout","PS2","2001","Racing","Acclaim Entertainment","0.36","0.28","0","0.1","0.74","Malo"
"Yu-Gi-Oh! Dungeon Dice Monsters","GBA","2001","Misc","Konami Digital Entertainment","0.42","0.16","0.15","0.01","0.74","Excelente"
"Tiger Woods PGA Tour 2001","PS2","2001","Sports","Electronic Arts","0.36","0.28","0","0.09","0.74","Bueno"
"The Lord of the Rings: The Two Towers","GBA","2002","Action","Electronic Arts","0.53","0.2","0","0.01","0.74","Bueno"
"Unreal Championship","XB","2002","Shooter","Atari","0.59","0.12","0","0.03","0.74","Malo"
"Sword of Mana","GBA","2003","Role-Playing","Nintendo","0.31","0.11","0.3","0.02","0.74","Malo"
"Midnight Club 3: DUB Edition","XB","2005","Racing","Take-Two Interactive","0.61","0.1","0","0.03","0.74","Aceptable"
"Jump Ultimate Stars","DS","2006","Fighting","Nintendo","0","0","0.74","0","0.74","Malo"
"Mortal Kombat: Unchained","PSP","2006","Fighting","Midway Games","0.67","0.01","0","0.06","0.74","Malo"
"Tom Clancy's Rainbow Six: Vegas","PSP","2007","Shooter","Ubisoft","0.42","0.19","0","0.14","0.74","Bueno"
"Namco Museum Remix","Wii","2007","Misc","Atari","0.68","0","0","0.05","0.74","Malo"
"Pirates of the Caribbean: At World's End","PS3","2007","Action","Disney Interactive Studios","0.17","0.41","0","0.15","0.74","Malo"
"Tiger Woods PGA Tour 08","PS3","2007","Sports","Electronic Arts","0.22","0.38","0","0.14","0.74","Excelente"
"Harvest Moon DS: Island of Happiness","DS","2007","Simulation","Rising Star Games","0.44","0.01","0.25","0.04","0.74","Bueno"
"Indiana Jones and the Staff of Kings","Wii","2009","Action","Activision","0.36","0.3","0","0.08","0.74","Excelente"
"Resonance of Fate","PS3","2010","Role-Playing","Sega","0.2","0.22","0.24","0.09","0.74","Bueno"
"Blur","PS3","2010","Racing","Activision","0.22","0.37","0.02","0.13","0.74","Bueno"
"Ace Combat: Assault Horizon","PS3","2011","Action","Namco Bandai Games","0.3","0.16","0.22","0.07","0.74","Aceptable"
"Final Fantasy XIII-2","X360","2011","Role-Playing","Square Enix","0.36","0.3","0.02","0.06","0.74","Aceptable"
"Brink","PS3","2011","Shooter","Bethesda Softworks","0.29","0.32","0.01","0.12","0.74","Excelente"
"Crysis 2","PC","2011","Action","Electronic Arts","0.16","0.45","0","0.13","0.74","Aceptable"
"LEGO Batman 2: DC Super Heroes","3DS","2012","Action","Warner Bros. Interactive Entertainment","0.41","0.27","0","0.06","0.74","Malo"
"Naruto Shippuden: Ultimate Ninja Storm Generations","PS3","2012","Fighting","Namco Bandai Games","0.27","0.25","0.14","0.08","0.74","Aceptable"
"Persona 4: Arena","PS3","2012","Fighting","Atlus","0.3","0.12","0.24","0.07","0.74","Aceptable"
"LEGO Marvel Super Heroes","WiiU","2013","Action","Warner Bros. Interactive Entertainment","0.31","0.35","0.02","0.06","0.74","Bueno"
"Mario & Luigi: Paper Jam","3DS","2015","Role-Playing","Nintendo","0.16","0.3","0.25","0.04","0.74","Excelente"
"Berzerk","2600","1981","Shooter","Atari","0.68","0.04","0","0.01","0.73","Malo"
"Yoshi","GB","1991","Puzzle","Nintendo","0","0","0.73","0","0.73","Malo"
"Dragon Ball Z: Ultime Menace","SNES","1993","Fighting","Namco Bandai Games","0","0","0.73","0","0.73","Malo"
"FIFA: Road to World Cup 98","PS","1997","Sports","Electronic Arts","0.14","0.09","0.46","0.05","0.73","Excelente"
"Mortal Kombat 4","N64","1998","Fighting","GT Interactive","0.55","0.17","0","0.01","0.73","Bueno"
"Croc 2","PS","1999","Platform","Fox Interactive","0.41","0.28","0","0.05","0.73","Aceptable"
"Oddworld: Munch's Oddysee","XB","2001","Platform","Atari","0.54","0.16","0","0.03","0.73","Malo"
"Shaun Palmer's Pro Snowboarder","PS2","2001","Sports","Codemasters","0.36","0.28","0","0.09","0.73","Malo"
"Beyblade VForce: Ultimate Blader Jam","GBA","2003","Action","Atari","0.52","0.19","0","0.01","0.73","Aceptable"
"Classic NES Series: Donkey Kong","GBA","2004","Platform","Nintendo","0.4","0.15","0.17","0.01","0.73","Excelente"
"Full Spectrum Warrior","XB","2004","Strategy","THQ","0.54","0.16","0","0.03","0.73","Malo"
"Katamari Damacy","PS2","2004","Puzzle","Namco Bandai Games","0.47","0.02","0.17","0.08","0.73","Excelente"
"Kirby: Canvas Curse","DS","2005","Platform","Nintendo","0.37","0","0.32","0.04","0.73","Malo"
"NCAA Football 07","X360","2006","Sports","Electronic Arts","0.67","0","0","0.06","0.73","Malo"
"The Sims 2: Castaway","DS","2007","Simulation","Electronic Arts","0.63","0.05","0","0.06","0.73","Malo"
"Practise English!","DS","2007","Misc","Nintendo","0","0","0.73","0","0.73","Bueno"
"Imagine: Interior Designer","DS","2008","Simulation","Ubisoft","0.34","0.31","0","0.08","0.73","Bueno"
"Madden NFL 10","Wii","2009","Sports","Electronic Arts","0.63","0.04","0","0.06","0.73","Bueno"
"iCarly","DS","2009","Adventure","Activision","0.67","0.01","0","0.05","0.73","Malo"
"Avatar: The Game","Wii","2009","Action","Ubisoft","0.33","0.32","0","0.08","0.73","Malo"
"MX vs. ATV Reflex","X360","2009","Racing","THQ","0.52","0.15","0","0.06","0.73","Malo"
"Star Ocean: The Last Hope International","PS3","2010","Role-Playing","Square Enix","0.28","0.16","0.22","0.08","0.73","Aceptable"
"NHL 11","X360","2010","Sports","Electronic Arts","0.61","0.07","0","0.05","0.73","Malo"
"F1 2011","X360","2011","Racing","Codemasters","0.11","0.51","0.01","0.09","0.73","Bueno"
"DiRT 3","X360","2011","Racing","Codemasters","0.23","0.41","0.01","0.08","0.73","Bueno"
"Just Dance Wii","Wii","2011","Misc","Nintendo","0","0","0.73","0","0.73","Bueno"
"Ratchet & Clank Collection","PS3","2012","Action","Sony Computer Entertainment","0.47","0.14","0.02","0.09","0.73","Aceptable"
"Call of Duty: Ghosts","PC","2013","Shooter","Activision","0.23","0.41","0","0.09","0.73","Bueno"
"Dragon Age: Inquisition","PC","2014","Role-Playing","Electronic Arts","0.32","0.34","0","0.07","0.73","Aceptable"
"Kangaroo","2600","1982","Platform","Atari","0.67","0.04","0","0.01","0.72","Bueno"
"Area 51","PS","1996","Shooter","GT Interactive","0.4","0.27","0","0.05","0.72","Malo"
"SD Gundam G Generation","PS","1998","Strategy","Namco Bandai Games","0","0","0.67","0.05","0.72","Excelente"
"Fear Effect","PS","1998","Action","Eidos Interactive","0.4","0.27","0","0.05","0.72","Bueno"
"Test Drive 6","PS","1999","Racing","Atari","0.4","0.27","0","0.05","0.72","Excelente"
"X-Men: Mutant Academy 2","PS","2001","Fighting","Activision","0.4","0.27","0","0.05","0.72","Aceptable"
"Jampack Winter 2001","PS2","2001","Misc","Sony Computer Entertainment","0.35","0.28","0","0.09","0.72","Excelente"
"James Bond 007: Agent Under Fire","GC","2002","Shooter","Electronic Arts","0.56","0.15","0","0.02","0.72","Malo"
"Dead to Rights","XB","2002","Shooter","Electronic Arts","0.53","0.17","0","0.03","0.72","Bueno"
"Super Monkey Ball Jr.","GBA","2002","Puzzle","Atari","0.51","0.19","0","0.01","0.72","Malo"
